Name	Sex	Korean	Math	English
Kim	M	82	56	87
Choi	M	79	60	81
Park	M	92	56	64
Park	M	83	63	64
Kim	M	90	58	82
Park	F	79	38	68
Choi	F	81	43	70
Choi	M	79	73	78
Park	M	62	71	62
Hong	M	100	32	73
Choi	M	77	91	78
Choi	M	91	45	86
Choi	M	80	48	79
Park	M	100	73	50
Park	M	83	87	70
Kim	M	88	60	76
Hong	M	92	52	87
Choi	F	86	36	76
Kim	F	83	68	69
Hong	M	88	68	86
Kim	M	73	44	67
Hong	M	72	90	68
Park	M	80	63	81
Park	M	81	57	71
Choi	M	86	89	90
Kim	F	85	35	83
Kim	F	69	95	65
Kim	F	72	47	88
Kim	M	91	91	55
Choi	F	94	59	93
Park	M	93	47	91
Choi	F	87	83	70
Choi	F	81	77	79
Park	M	87	59	63
Choi	M	79	42	65
Kim	M	75	72	91
Hong	M	90	62	87
Hong	M	73	72	83
Choi	F	80	73	42
Kim	M	88	69	67
Hong	F	74	98	53
Choi	F	79	61	56
Kim	M	92	47	55
Hong	F	69	24	61
Kim	M	83	76	69
Choi	M	74	44	69
Kim	F	97	67	86
Hong	F	65	41	77
Park	F	75	43	85
Park	F	82	63	76
Kim	F	74	59	85
Park	F	67	46	69
Kim	M	95	35	54
Hong	M	71	54	71
Choi	M	80	60	66
Hong	F	84	50	69
Park	M	66	52	66
Choi	M	89	47	84
Kim	F	78	83	62
Choi	F	93	80	71
Park	M	79	39	74
Choi	M	68	50	71
Kim	M	85	67	66
Hong	M	67	35	70
Park	M	81	52	66
Choi	M	79	63	76
Hong	F	64	71	60
Hong	M	71	41	73
Choi	F	82	100	85
Park	F	65	87	77
Choi	F	73	67	75
Hong	M	78	73	67
Park	M	81	48	82
Choi	F	72	38	61
Kim	F	78	72	69
Hong	M	72	53	59
Kim	F	78	47	90
Choi	F	88	77	69
Choi	F	77	49	97
Hong	M	82	64	76
Kim	F	98	72	73
Choi	M	94	56	56
Kim	F	85	79	70
Choi	M	65	78	82
Park	M	81	30	65
Kim	F	83	88	62
Choi	F	83	65	64
Kim	M	79	39	88
Kim	M	78	86	67
Park	F	54	86	59
Hong	M	82	99	72
Choi	M	69	49	61
Park	M	79	94	84
Hong	F	89	35	72
Hong	F	73	94	71
Choi	F	76	64	59
Hong	F	76	63	57
Hong	F	85	80	89
Choi	M	85	74	71
Choi	F	82	85	69
Kim	F	74	34	92
Hong	F	89	85	81
Park	F	77	72	66
Choi	F	59	73	81
Park	F	80	52	85
Choi	M	90	56	79
Hong	F	81	42	87
Hong	F	79	47	80
Park	F	82	95	78
Kim	M	90	100	80
Hong	M	93	71	73
Choi	M	74	67	66
Choi	F	68	36	85
Park	F	73	54	70
Kim	M	75	47	70
Kim	F	89	81	64
Park	M	79	28	69
Choi	M	78	73	83
Kim	M	74	38	74
Park	F	73	50	61
Choi	F	77	63	63
Choi	F	67	32	71
Hong	F	79	39	56
Kim	F	82	91	75
Park	M	77	46	74
Choi	M	89	13	66
Kim	F	76	70	72
Park	F	83	74	81
Choi	F	79	67	45
Choi	M	61	52	67
Kim	F	72	46	76
Hong	F	69	60	78
Park	F	84	27	74
Park	M	87	46	76
Kim	M	85	65	79
Hong	F	92	59	73
Hong	F	91	13	67
Hong	F	64	48	69
Kim	F	88	59	61
Choi	M	66	55	59
Hong	F	81	83	67
Park	M	100	74	71
Kim	M	81	42	64
Choi	F	75	69	55
Park	M	92	48	60
Choi	M	88	53	73
Kim	F	72	48	80
Park	M	76	75	51
Kim	F	86	65	70
Choi	F	70	26	66
Choi	F	88	81	69
Choi	F	81	55	67
Park	M	72	80	72
Choi	F	94	81	76
Choi	M	71	41	73
Park	F	69	68	74
Kim	M	72	30	86
Hong	F	100	25	68
Park	F	94	46	80
Kim	M	62	95	62
Choi	F	82	93	58
Hong	M	91	71	80
Kim	M	65	65	72
Park	F	69	96	79
Park	F	88	86	80
Park	M	75	55	64
Choi	F	80	77	68
Park	M	84	66	66
Park	M	81	73	66
Park	F	88	65	74
Kim	M	78	72	77
Kim	F	81	42	69
Park	F	86	100	96
Park	F	67	26	61
Kim	F	83	85	76
Kim	F	65	82	72
Hong	F	100	55	63
Kim	M	86	39	58
Hong	M	74	71	65
Choi	M	88	58	85
Hong	F	81	79	73
Kim	M	77	59	64
Hong	F	78	48	70
Hong	M	62	94	55
Choi	F	76	62	86
Choi	M	75	64	63
Hong	M	66	75	64
Kim	F	67	22	72
Kim	F	86	67	62
Hong	M	49	32	63
Choi	F	96	89	66
Kim	M	90	30	72
Choi	M	84	43	77
Choi	F	100	81	61
Kim	F	80	23	67
Kim	F	86	49	60
Park	M	94	59	85
Hong	F	84	64	74
Hong	M	70	77	97
Park	M	87	64	62
Kim	F	83	100	68
Park	F	84	73	78
Kim	M	83	60	84
Kim	M	81	48	60
Hong	M	75	77	76
Kim	M	97	48	69
Kim	M	81	23	58
Hong	F	66	40	75
Kim	M	76	76	64
Kim	F	69	40	66
Hong	F	93	51	89
Park	F	77	67	72
Choi	F	100	75	67
Park	F	77	36	48
Choi	M	87	56	70
Hong	M	60	65	81
Choi	M	79	41	62
Hong	F	76	83	72
Hong	M	100	76	79
Park	M	77	84	69
Choi	F	93	64	75
Hong	M	80	82	75
Kim	M	89	40	60
Park	F	54	82	69
Park	M	96	68	78
Choi	F	80	61	54
Hong	F	94	50	68
Park	M	89	65	61
Hong	F	82	66	83
Choi	M	79	73	76
Park	F	100	42	71
Hong	F	87	71	63
Kim	M	69	73	63
Kim	F	83	84	68
Choi	M	83	60	70
Choi	M	75	77	71
Choi	M	92	83	71
Choi	F	84	42	87
Hong	F	73	94	67
Choi	M	77	88	65
Park	M	71	57	71
Park	F	90	67	69
Kim	F	98	51	73
Choi	F	76	-8	67
Choi	M	81	61	74
Choi	M	76	61	69
Park	M	56	28	76
Park	M	95	64	76
Kim	M	81	74	68
Choi	F	93	42	72
Kim	F	68	57	80
Hong	M	80	63	76
Park	F	53	66	69
Hong	F	85	48	79
Kim	F	100	80	75
Kim	F	67	42	68
Hong	F	70	90	53
Hong	F	71	40	68
Choi	M	64	61	76
Choi	M	81	65	56
Choi	F	87	55	91
Kim	M	77	84	61
Park	F	72	45	68
Hong	F	74	35	61
Kim	M	90	63	46
Hong	M	73	63	67
Choi	M	82	47	46
Park	M	85	66	64
Park	F	86	76	62
Park	M	67	64	88
Choi	M	90	90	73
Choi	M	99	100	79
Choi	F	69	31	73
Choi	M	71	52	73
Choi	F	100	79	65
Hong	M	79	72	66
Park	M	74	54	69
Hong	M	77	95	75
Park	M	74	66	45
Park	M	80	15	73
Kim	M	77	43	66
Kim	M	89	58	70
Choi	F	90	61	67
Park	F	63	48	62
Hong	F	79	39	61
Park	M	59	57	65
Hong	F	79	86	78
Choi	F	89	35	82
Park	M	81	38	67
Park	M	69	53	73
Kim	M	96	62	86
Choi	F	77	63	55
Hong	M	75	50	59
Kim	F	71	45	66
Hong	M	86	86	62
Park	F	71	84	75
Choi	M	79	44	57
Kim	M	68	87	69
Hong	F	75	58	64
Kim	F	62	38	70
Hong	M	79	7	72
Park	F	80	67	68
Kim	F	71	58	58
Choi	F	67	92	81
Choi	F	88	41	85
Choi	M	64	51	70
Kim	M	76	61	61
Park	M	81	93	64
Choi	F	86	72	64
Park	F	79	43	51
Hong	F	87	79	73
Park	F	100	90	70
Hong	F	59	36	77
Kim	F	73	43	71
Choi	F	64	71	67
Kim	M	95	76	84
Kim	M	84	88	71
Hong	M	65	70	63
Choi	F	77	92	65
Hong	M	100	5	54
Kim	M	58	90	93
Park	F	68	71	58
Park	M	86	85	68
Choi	M	78	55	72
Park	F	85	56	66
Hong	M	93	24	60
Choi	M	87	52	69
Choi	M	79	46	71
Park	M	84	34	58
Hong	F	72	76	73
Park	M	77	46	59
Choi	F	66	33	62
Hong	M	86	29	85
Kim	M	91	62	68
Choi	F	79	57	66
Park	M	80	59	60
Kim	F	80	58	75
Hong	M	67	68	62
Park	M	87	55	79
Kim	F	86	67	87
Kim	M	80	88	81
Kim	F	99	60	76
Kim	F	91	59	78
Hong	F	87	76	74
Kim	M	94	39	79
Kim	F	86	29	78
Park	F	80	68	71
Choi	M	85	81	65
Choi	F	67	50	74
Park	M	96	50	65
Kim	M	85	55	57
Hong	M	81	41	65
Choi	F	84	79	61
Choi	M	74	39	63
Hong	F	88	73	65
Kim	F	83	78	65
Park	F	78	61	68
Hong	M	73	36	79
Choi	M	90	49	71
Hong	F	75	69	74
Kim	F	74	70	73
Choi	M	91	72	74
Hong	M	70	80	65
Kim	M	84	98	55
Hong	F	88	9	73
Hong	F	80	79	60
Choi	F	83	91	72
Kim	F	69	74	91
Hong	M	65	60	81
Kim	M	83	66	80
Hong	M	98	29	56
Choi	F	69	41	52
Kim	M	62	44	60
Kim	F	82	35	59
Park	M	85	95	71
Park	F	68	35	89
Hong	F	71	81	76
Park	M	76	59	78
Hong	F	80	79	71
Kim	M	77	68	58
Choi	M	75	38	59
Hong	F	79	48	63
Choi	F	87	58	93
Hong	M	77	31	63
Choi	F	91	70	55
Park	M	58	58	68
Kim	F	100	74	68
Kim	M	78	70	61
Hong	F	81	72	60
Kim	F	65	38	76
Choi	F	71	54	84
Hong	F	83	38	74
Hong	F	84	61	68
Hong	F	90	96	68
Kim	F	80	38	75
Hong	F	64	80	49
Kim	M	74	55	78
Kim	M	83	76	60
Hong	F	81	62	72
Choi	F	75	46	71
Kim	M	79	38	79
Park	F	69	75	66
Choi	F	76	40	82
Park	M	97	100	72
Park	F	79	54	70
Park	M	66	82	63
Choi	M	82	33	61
Choi	M	85	-1	58
Kim	M	79	47	69
Park	M	69	51	76
Hong	M	91	66	71
Kim	F	69	58	74
Kim	F	79	56	56
Park	F	83	36	66
Park	M	80	39	71
Hong	M	85	37	90
Hong	F	78	51	57
Park	F	86	44	70
Hong	F	82	100	68
Kim	M	73	71	64
Hong	M	78	71	81
Park	F	90	69	78
Choi	M	72	100	69
Hong	M	92	82	71
Park	M	68	66	56
Choi	M	75	68	59
Kim	M	52	37	57
Kim	F	87	73	70
Park	F	73	96	70
Kim	M	80	60	55
Hong	M	72	35	76
Hong	F	82	100	53
Park	M	100	67	69
Park	F	86	83	76
Kim	F	75	53	60
Park	M	74	69	53
Hong	F	82	47	70
Kim	F	89	48	88
Hong	F	69	73	77
Hong	M	92	67	86
Kim	M	78	65	73
Hong	M	66	4	50
Choi	M	73	54	53
Kim	M	71	49	79
Hong	M	96	69	72
Park	F	69	49	57
Choi	M	71	94	78
Park	M	65	35	71
Choi	F	64	72	63
Kim	M	62	69	70
Choi	M	84	66	50
Park	F	73	59	79
Park	F	83	62	68
Hong	M	75	58	70
Kim	M	66	35	50
Choi	F	80	49	72
Choi	M	97	68	56
Choi	M	66	46	85
Choi	M	75	58	74
Park	M	72	79	51
Park	F	77	34	65
Hong	M	76	49	78
Park	M	84	41	72
Park	F	92	36	88
Kim	F	71	45	67
Hong	F	80	51	73
Choi	M	83	75	74
Kim	F	68	62	66
Kim	F	71	15	90
Hong	F	72	67	68
Choi	M	100	86	88
Choi	F	70	61	61
Park	F	76	54	93
Kim	F	76	77	73
Choi	F	74	64	92
Park	F	89	67	81
Park	F	72	51	54
Park	M	77	56	73
Choi	F	86	59	77
Kim	M	85	51	71
Choi	M	87	49	88
Hong	M	91	62	68
Park	M	90	46	77
Choi	F	81	30	77
Park	M	70	89	80
Kim	F	66	69	64
Kim	F	86	38	83
Kim	F	87	63	79
Choi	M	94	72	75
Park	M	81	38	67
Choi	F	71	25	75
Park	F	91	66	95
Choi	F	79	75	62
Hong	M	75	74	74
Hong	F	70	47	63
Park	M	76	45	65
Kim	M	90	35	58
Kim	F	80	50	57
Choi	M	89	57	66
Hong	F	82	49	92
Kim	F	79	46	92
Choi	M	87	35	71
Kim	F	74	81	56
Kim	F	59	37	77
Kim	M	62	45	62
Choi	F	75	19	46
Kim	F	75	59	63
Hong	M	88	60	55
Kim	M	93	93	70
Park	M	67	62	75
Kim	F	95	81	59
Kim	M	78	17	58
Choi	F	70	72	73
Park	M	97	65	50
Park	M	77	34	72
Kim	M	63	55	72
Kim	F	78	39	76
Park	F	80	75	73
Park	M	79	40	70
Kim	F	72	58	86
Kim	F	82	54	76
Park	F	79	79	55
Kim	F	52	57	66
Park	F	96	76	57
Kim	M	72	77	73
Choi	M	100	70	66
Hong	F	83	28	86
Hong	M	94	21	61
Choi	F	71	49	75
Park	M	94	47	57
Choi	M	77	100	61
Hong	F	55	63	78
Choi	F	87	51	53
Hong	M	75	72	57
Hong	M	79	78	80
Hong	M	81	100	60
Park	M	100	52	65
Park	M	95	68	70
Kim	F	68	38	69
Hong	M	94	56	67
Hong	F	71	70	67
Kim	F	93	73	75
Kim	F	75	60	68
Park	F	89	82	64
Choi	F	78	62	62
Kim	F	73	62	69
Choi	M	96	84	60
Choi	M	78	62	80
Choi	F	74	74	67
Choi	M	66	31	70
Choi	M	86	47	73
Hong	F	64	22	61
Hong	M	81	64	63
Kim	M	89	75	55
Choi	F	79	99	72
Park	F	82	76	78
Hong	M	85	29	67
Kim	F	61	39	77
Choi	F	62	61	64
Choi	F	81	37	70
Park	M	75	71	74
Park	F	81	64	66
Park	F	84	46	72
Hong	F	82	55	71
Kim	M	70	59	69
Choi	F	78	54	74
Kim	M	91	40	66
Choi	F	84	50	81
Park	F	73	85	64
Park	M	72	70	67
Hong	M	81	56	74
Hong	M	64	37	76
Kim	F	75	54	78
Hong	M	65	59	64
Choi	M	67	74	70
Park	F	100	57	82
Park	F	76	51	72
Park	F	74	57	74
Hong	F	83	30	73
Choi	F	84	84	47
Choi	F	95	65	59
Hong	M	80	68	65
Kim	M	65	64	50
Choi	M	74	99	55
Kim	M	70	88	72
Hong	M	97	51	66
Park	F	97	84	78
Kim	M	73	86	45
Park	M	85	40	71
Park	M	82	39	65
Hong	F	78	45	87
Choi	M	89	33	66
Park	F	90	93	62
Kim	M	61	87	83
Kim	F	91	66	61
Choi	F	100	44	94
Hong	F	96	92	62
Choi	M	97	88	81
Park	M	94	57	65
Hong	F	75	80	71
Choi	M	95	37	74
Hong	M	65	54	77
Park	F	100	81	69
Hong	F	78	61	77
Park	F	84	59	74
Choi	F	60	52	60
Hong	M	47	53	72
Choi	M	85	72	69
Hong	F	82	59	62
Choi	F	83	30	96
Park	F	100	50	66
Choi	M	78	38	68
Choi	M	94	86	68
Park	F	59	100	71
Choi	F	61	85	68
Kim	M	77	56	88
Kim	F	79	56	63
Choi	F	77	85	68
Park	F	74	51	73
Park	F	67	43	62
Hong	F	82	72	83
Park	F	77	84	76
Park	M	81	62	78
Hong	M	82	85	73
Park	M	80	43	76
Choi	F	78	77	53
Kim	F	76	36	85
Park	F	88	68	62
Choi	M	92	57	76
Choi	F	74	62	63
Choi	F	74	58	76
Park	M	87	58	90
Kim	M	85	44	70
Kim	F	71	86	63
Park	F	73	62	53
Park	F	93	44	78
Kim	M	67	78	61
Hong	M	94	49	56
Park	F	77	25	86
Choi	F	89	49	81
Kim	M	82	51	66
Park	M	82	48	65
Choi	M	75	49	78
Kim	F	84	66	80
Kim	F	83	71	65
Hong	M	86	22	86
Choi	M	94	75	67
Kim	M	79	43	85
Park	F	75	64	80
Hong	F	97	64	64
Hong	F	74	76	65
Kim	M	79	89	82
Hong	M	75	70	72
Choi	F	87	76	58
Park	F	89	86	85
Hong	M	67	54	74
Choi	M	62	96	58
Kim	M	70	4	81
Hong	M	75	55	86
Hong	F	81	39	86
Choi	F	87	100	75
Park	M	72	49	90
Park	F	85	76	76
Hong	F	83	62	64
Kim	F	76	56	61
Kim	M	79	84	73
Park	M	77	44	75
Hong	F	71	53	65
Kim	M	93	17	73
Hong	F	85	64	68
Hong	M	74	89	50
Choi	F	73	51	75
Choi	M	100	94	56
Choi	M	75	72	65
Kim	M	100	23	93
Choi	F	74	37	84
Kim	M	60	36	73
Kim	F	97	65	66
Hong	M	88	59	41
Hong	M	85	42	87
Kim	F	90	62	73
Park	M	100	37	68
Park	F	92	93	70
Hong	M	91	68	68
Kim	F	85	70	62
Choi	M	81	84	54
Park	M	73	46	65
Choi	F	90	76	63
Choi	F	77	84	87
Choi	M	84	39	64
Hong	M	76	71	62
Hong	F	81	76	66
Park	M	57	62	69
Choi	F	84	100	64
Park	F	90	27	58
Park	M	94	41	54
Park	M	80	90	70
Hong	M	72	55	79
Choi	M	79	71	62
Hong	M	81	50	65
Kim	F	77	48	65
Park	M	87	27	78
Hong	F	65	32	73
Choi	F	83	63	74
Park	F	81	64	73
Kim	F	73	53	67
Choi	F	71	85	67
Choi	M	86	20	84
Park	M	74	50	63
Choi	M	81	46	71
Hong	F	100	100	50
Park	F	72	37	63
Kim	M	63	71	74
Park	M	70	17	77
Kim	F	89	74	59
Park	F	86	41	76
Kim	F	87	34	77
Park	M	78	50	72
Park	F	52	42	76
Choi	M	69	42	56
Park	M	87	81	90
Park	F	84	94	54
Park	F	62	24	66
Kim	M	95	65	67
Park	M	78	81	88
Kim	F	79	58	76
Kim	M	96	27	85
Choi	F	79	27	58
Park	F	95	47	75
Kim	F	96	81	59
Kim	M	90	51	79
Park	M	89	69	71
Kim	F	66	54	52
Choi	M	98	100	75
Choi	M	86	51	75
Hong	M	85	23	62
Choi	F	79	57	54
Kim	M	74	62	73
Choi	F	68	57	61
Park	F	83	68	71
Kim	F	74	56	75
Park	F	78	74	74
Choi	M	96	71	91
Kim	M	79	31	64
Hong	F	88	81	64
Kim	M	81	43	54
Park	F	80	56	89
Park	M	87	51	69
Kim	F	65	38	88
Kim	M	80	64	82
Kim	M	75	66	77
Hong	F	86	52	73
Park	F	74	24	74
Hong	F	93	71	62
Kim	F	83	79	80
Kim	F	81	51	88
Kim	F	91	78	83
Park	M	90	56	71
Park	F	88	84	66
Park	F	62	30	69
Hong	F	74	64	81
Kim	F	84	49	67
Kim	F	91	19	80
Park	M	69	75	69
Hong	M	83	57	73
Choi	M	88	26	90
Hong	M	59	51	70
Hong	F	61	75	58
Choi	M	78	50	79
Choi	M	74	51	65
Kim	M	91	18	67
Kim	F	72	83	69
Park	M	91	95	58
Park	M	93	63	64
Park	F	67	46	83
Choi	M	84	51	81
Choi	M	80	71	64
Choi	F	72	48	83
Choi	F	76	59	72
Choi	F	91	73	82
Kim	M	74	61	60
Kim	F	84	60	78
Choi	M	81	61	52
Park	F	88	64	63
Hong	F	91	34	72
Choi	M	84	33	70
Hong	F	85	74	70
Kim	F	78	53	69
Hong	M	99	37	59
Kim	M	74	79	73
Kim	F	90	51	68
Park	F	80	67	68
Kim	F	83	89	89
Kim	M	83	43	57
Kim	F	83	77	76
Park	M	78	68	70
Choi	M	74	50	80
Choi	M	72	54	73
Hong	M	78	71	67
Choi	F	83	21	77
Park	M	86	57	72
Choi	M	80	44	65
Hong	M	79	50	62
Park	M	84	16	71
Hong	M	95	79	81
Hong	F	92	74	67
Hong	M	53	74	75
Choi	F	96	63	69
Park	M	84	28	69
Hong	F	71	49	66
Hong	F	91	73	74
Kim	F	73	64	61
Park	M	76	67	72
Park	F	62	19	76
Hong	M	80	71	79
Kim	M	81	73	79
Choi	M	70	50	80
Kim	F	85	100	69
Hong	F	81	35	70
Park	M	82	72	73
Choi	M	75	0	60
Kim	F	82	34	63
Choi	F	87	55	78
Choi	M	84	34	65
Hong	F	89	29	60
Park	F	76	69	59
Kim	M	71	59	66
Hong	F	77	30	79
Choi	F	91	67	71
Kim	M	76	95	75
Park	F	86	40	72
Park	M	70	53	70
Park	F	64	100	70
Kim	M	85	73	61
Choi	F	63	69	65
Hong	F	77	100	74
Choi	M	61	64	66
Kim	F	74	100	80
Choi	M	71	88	62
Park	M	73	28	79
Park	F	97	34	66
Choi	M	92	55	56
Choi	M	76	14	78
Park	M	73	28	77
Hong	F	93	66	67
Kim	F	75	20	78
Park	M	83	49	46
Kim	M	100	55	54
Park	F	85	83	78
Choi	F	89	77	99
Park	F	72	52	55
Kim	M	73	55	67
Kim	M	75	85	66
Choi	F	96	39	61
Hong	F	100	61	72
Kim	F	74	65	66
Park	F	95	45	90
Park	M	66	39	67
Kim	M	80	36	73
Choi	M	75	99	67
Choi	F	69	82	74
Choi	F	80	64	83
Choi	M	87	41	76
Choi	F	69	78	63
Kim	M	91	76	62
Kim	M	64	69	67
Choi	F	70	60	60
Kim	M	81	44	70
Kim	F	85	74	74
Kim	F	88	56	72
Park	M	94	53	63
Park	M	67	50	79
Kim	M	75	67	68
Park	F	91	56	59
Hong	M	78	59	65
Hong	F	87	56	84
Hong	F	72	82	65
Choi	M	88	58	67
Hong	F	67	27	66
Park	M	74	58	67
Hong	F	88	49	64
Park	F	67	49	67
Kim	F	75	41	64
Choi	F	90	71	78
Park	M	63	74	49
Choi	F	98	28	77
Hong	F	77	57	87
Park	M	81	100	77
Kim	F	74	17	65
Park	M	94	19	77
Hong	F	72	75	64
Kim	M	89	65	80
Park	F	87	41	47
Choi	M	98	63	80
Hong	M	71	38	67
Choi	F	71	59	42
Park	F	87	53	60
Hong	M	72	49	72
Kim	F	84	55	67
Choi	M	81	44	62
Kim	F	87	100	55
Hong	F	95	86	78
Hong	F	78	62	64
Park	F	71	29	79
Hong	F	73	71	67
Hong	F	79	37	80
Hong	M	76	28	68
Kim	M	74	41	79
Hong	F	80	62	60
Hong	F	68	77	58
Choi	M	76	72	80
Hong	M	71	55	63
Choi	M	94	43	68
Choi	M	79	56	67
Hong	M	58	88	68
Choi	F	63	48	65
Kim	F	89	85	68
Hong	F	79	52	71
Hong	M	96	61	76
Hong	M	88	52	75
Choi	M	76	57	71
Park	M	96	62	64
Park	F	92	52	58
Hong	F	78	51	77
Kim	F	66	69	59
Kim	M	84	51	69
Hong	F	77	-2	69
Choi	M	65	56	76
Hong	M	88	52	70
Choi	F	70	38	60
Choi	M	69	45	67
Park	F	80	41	75
Park	M	87	52	72
Choi	F	84	54	71
Park	M	87	90	42
Choi	M	73	75	73
Choi	F	74	77	68
Park	F	63	55	79
Kim	M	90	72	62
Kim	F	86	100	75
Hong	M	62	43	66
Park	F	76	100	56
Park	F	75	64	77
Kim	M	92	81	76
Kim	F	92	88	76
Hong	F	83	63	67
Choi	M	85	62	73
Hong	F	74	64	94
Park	M	63	100	60
Hong	M	88	31	82
Kim	M	88	31	67
Hong	F	80	72	59
Choi	F	87	54	72
Hong	F	74	73	65
Choi	F	89	69	74
Park	F	78	64	60
Hong	M	75	85	90
Hong	M	75	56	81
Choi	F	88	34	58
Hong	M	94	60	85
Park	M	99	65	83
Park	M	62	82	66
Park	M	86	82	61
Kim	M	85	39	77
Kim	F	78	54	70
Kim	M	94	77	49
Park	F	87	68	55
Kim	F	77	86	85
Kim	M	89	74	77
Park	M	76	38	70
Hong	F	71	46	64
Park	M	87	43	62
Choi	M	82	62	69
Park	F	65	37	72
Kim	F	100	75	71
Choi	M	80	62	66
Park	F	75	45	74
Choi	F	82	68	67
Park	F	94	59	71
Hong	F	67	60	86
Park	M	68	94	59
Park	M	71	67	51
Park	F	89	64	85
Hong	F	79	80	72
Hong	F	92	49	80
Park	F	95	60	57
Kim	M	68	52	63
Park	M	90	56	87
Kim	F	72	71	61
Choi	M	82	52	64
Hong	M	71	60	71
Choi	F	73	61	75
Choi	F	77	70	81
Hong	M	89	88	73
Park	M	85	84	74
Hong	F	80	57	73
Park	M	80	38	68
Kim	M	73	50	61
Hong	M	88	31	56
Hong	F	63	43	70
Kim	M	89	37	63
Park	M	84	63	57
Choi	F	78	30	80
Park	M	82	42	77
Choi	F	80	75	84
Park	F	74	72	58
Park	F	71	71	61
Hong	M	100	88	86
Park	F	70	59	83
Kim	F	74	56	65
Choi	M	100	55	62
Park	M	86	74	58
Park	F	86	67	66
Hong	M	73	46	61
Choi	F	83	25	68
Kim	M	74	60	80
Choi	F	69	99	67
Choi	M	97	80	71
Park	M	88	79	63
Park	F	84	42	56
Kim	F	84	32	62
Kim	M	69	62	78
Park	F	76	60	59
Choi	M	81	72	68
Hong	M	66	80	72
Kim	F	93	54	70
Hong	M	78	79	75
Park	F	78	50	70
Hong	M	77	48	75
Park	F	90	45	60
Choi	F	68	53	78
Kim	M	100	79	67
Choi	F	87	65	74
Hong	F	76	91	39
Kim	M	68	40	56
Kim	F	76	69	82
Park	M	84	81	53
Hong	F	70	18	84
Park	M	84	68	51
Kim	M	87	65	79
Kim	F	86	69	68
Kim	F	91	76	73
Kim	F	79	32	71
Park	M	100	75	70
Kim	F	89	48	78
Kim	F	72	73	87
Park	F	80	83	58
Kim	M	67	33	67
Choi	M	58	56	67
Kim	M	87	57	52
Park	M	81	88	77
Park	M	89	49	67
Park	M	78	57	72
Choi	M	75	48	50
Park	M	94	34	62
Hong	M	99	64	91
Hong	F	76	74	59
Park	F	75	87	55
Kim	F	85	95	82
Choi	F	81	36	69
Choi	F	83	61	68
Park	M	88	38	65
Park	F	84	37	93
Hong	F	61	62	67
Choi	M	70	71	59
Hong	F	93	71	70
Choi	F	76	66	69
Choi	M	76	57	77
Park	M	81	41	69
Hong	M	76	50	70
Kim	M	75	72	72
Hong	M	81	78	63
Kim	M	90	80	81
Kim	F	73	100	58
Choi	M	80	55	88
Kim	F	63	59	77
Hong	F	93	85	82
Kim	F	80	68	77
Choi	M	85	70	79
Hong	M	85	30	73
Hong	M	83	75	69
Kim	F	81	48	61
Kim	F	76	64	66
Park	F	72	83	65
Choi	M	79	72	64
Park	F	78	53	63
Kim	F	74	57	64
Choi	M	88	91	87
Kim	F	72	75	90
Kim	F	60	58	78
Hong	M	83	71	65
Hong	F	71	63	69
Hong	M	65	29	68
Choi	M	77	48	58
Choi	F	92	45	79
Park	M	79	49	62
Hong	M	70	56	71
Kim	F	78	74	87
Choi	F	74	74	45
Park	M	74	40	67
Kim	F	90	83	59
Hong	F	58	64	73
Choi	F	65	61	57
Park	M	68	55	70
Choi	F	69	85	72
Park	M	82	96	71
Choi	F	69	80	65
Hong	F	75	52	48
Kim	M	95	67	64
Kim	F	90	55	56
Choi	M	93	72	73
Park	F	78	81	77
Park	M	97	54	71
Choi	M	68	80	71
Kim	M	77	51	79
Hong	M	73	61	76
Choi	M	90	45	57
Kim	M	59	58	76
Choi	M	68	50	63
Hong	M	86	50	64
Park	F	74	36	79
Choi	M	62	76	58
Hong	F	77	47	60
Hong	M	87	74	59
Park	M	90	71	65
Hong	F	72	72	54
Park	M	85	31	73
Hong	M	86	33	62
Hong	M	76	41	74
Kim	F	78	56	77
Choi	F	92	67	73
Kim	M	84	39	74
Park	M	79	39	74
Choi	F	80	77	73
Hong	M	82	74	70
Kim	M	61	37	68
Choi	M	89	69	63
Park	F	66	80	76
Choi	M	82	41	63
Kim	M	79	55	64
Kim	F	68	76	68
Hong	M	84	56	73
Park	M	81	45	66
Kim	M	71	68	75
Park	M	88	88	60
Choi	F	88	75	62
Hong	F	82	75	77
Hong	F	95	29	83
Hong	F	81	88	70
Choi	M	89	51	70
Choi	F	69	72	67
Choi	M	83	46	62
Park	M	89	53	74
Choi	F	68	67	76
Park	M	81	65	66
Choi	M	96	56	79
Choi	M	76	66	87
Park	M	90	50	64
Hong	F	85	49	66
Choi	M	83	47	80
Choi	F	82	41	78
Choi	M	84	74	71
Hong	F	96	16	54
Hong	F	77	24	60
Park	F	82	89	64
Kim	F	93	61	65
Kim	M	95	39	56
Choi	F	88	70	72
Hong	F	72	53	91
Kim	M	58	37	67
Choi	F	73	68	61
Choi	F	91	99	81
Choi	F	73	49	79
Choi	F	79	45	71
Choi	F	81	76	51
Park	F	74	58	55
Choi	M	83	-3	76
Park	F	76	43	88
Hong	M	87	58	72
Park	M	99	60	82
Kim	F	80	76	70
Kim	F	83	87	68
Choi	M	73	68	69
Park	M	77	25	83
Choi	M	92	61	59
Kim	M	80	65	77
Hong	M	81	58	91
Hong	F	78	21	75
Hong	F	79	41	62
Hong	M	88	47	72
